순위,영화명,개봉일,매출액,관객수,스크린수,상영횟수,대표국적,국적,배급사,장르,러닝타임,평점,감독,tmdb_id,genres,cast,poster_url
29,인터스텔라,2014-11-06,"83,702,019,500","10,387,691","1,410","171,427",미국,"미국,영국",워너브러더스 코리아(주),SF,169분,9.12,크리스토퍼 놀란,157336.0,"모험, 드라마, SF","매튜 매커너히, 앤 해서웨이, 마이클 케인, 제시카 차스테인, 케이시 애플렉, 웨스 벤틀리, 토퍼 그레이스, 맥켄지 포이, 앨런 버스틴, 존 리스고, 빌 어윈, 데이빗 기아시, 티모시 샬라메, 맷 데이먼, 조쉬 스튜어트, 레아 케언스, 리암 디킨슨, 프란시스 X. 맥카티, 윌리엄 디베인, 앤드류 보바, 엘예스 가벨, 데이빗 오예로워, 콜렛 울프, 제프 헤프너, 러스 페가, 레나 제오가스, 브룩 스미스, 플로라 놀란, 그리픈 프레이저, 크리스티안 반 더 헤이든, 윌리엄 패트릭 브라운, 벤자민 하디, 조셉 올리베이라, 알렉산더 미카엘 헬리섹",https://image.tmdb.org/t/p/w500/evoEi8SBSvIIEveM3V6nCJ6vKj8.jpg
30,겨울왕국,2014-01-16,"82,778,068,337","10,329,222","1,010","160,138",미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",애니메이션,108분,9.2,크리스 벅,,,,
31,기생충,2019-05-30,"87,468,874,795","10,314,370","1,948","206,648",한국,한국,(주)씨제이이엔엠,드라마,131분,9.07,봉준호,496243.0,"코미디, 스릴러, 드라마","송강호, 이선균, 조여정, 최우식, 박소담, 이정은, 장혜진, 박명훈, 정지소, 정현준, 박근록, 정이서, 조재명, 정익한, 김규백, 안성봉, 윤영우, 박재욱, 이동용, 전은미, 김건, 이주형, 이지혜, 김보령, 박혜숙, 백승환, 리카르도 페라레소, 고관재, 이시훈, 서복현, 심수미, 윤혜리, 안드레아스 프론크, 윤안나, 로지 페랄타, 신승민, 박서준, 곽신애, 최정현, 김하언, 이은희, 최지원, 박재완, 황인경, 김영조, 김정우, 이상경, 이시후, 안진상",https://image.tmdb.org/t/p/w500/mSi0gskYpmf1FbXngM37s2HppXh.jpg
32,보헤미안 랩소디,2018-10-31,"86,280,975,785","9,948,386","1,179","232,226",미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",드라마,134분,9.45,브라이언 싱어,424694.0,"음악, 드라마","라미 말렉, Gwilym Lee, 벤 하디, Joseph Mazzello, 루시 보인턴, 에이단 길런, 앨런 리치, 톰 홀랜더, 마이크 마이어스, Aaron McCusker, Meneka Das, Ace Bhatti, Priya Blackburn, Max Bennett, Dermot Murphy, Dickie Beau, Jack Roth, Neil Fox-Roberts, Jess Radomska, Michelle Duncan, Ross Green, Bruce Mackinnon, Joshua Higgott, Pat Lally, William Owen, Philip Andrew Truempi, Tim Plester, Felipe Bejarano, Kieran Hardcastle, Martin Oelbermann, Ian Gabriel Dumdum, Matt Greenwood, Royce Cronin, James MacLaren, Andrew Bowerman, Drew P., Seren Gibson, Honor Hellon, Rosy Benjamin, Leila Crerar, Katherine Newman, Adam Rauf, Peter Howe, John Ottman, James Wallace, Matthew Houston, Scott Morrison Watson, Devlin Lloyd, Stefan Kopiecki, Garry Summers, Matthew Fredricks, Ian Jareth Williamson, Adam Lazarus, Johanna Thea, 애덤 램버트, Andreea Helen David, Jason Lines, Adam James Johnston, 프레디 머큐리, Charlotte Sharland, Ray Andrew, Vincent Andriano, Daniel Ashton-Lincoln, Lasco Atkins, Philip John Bailey, Michael Ballard, Morten Bekkenes, Fiona Burt, Kiana Chang Sigel, Milo Chang Sigel, Jonathan Cheetham, Michael Cobb, Peter Coe, Demi Jessica Collins, James Cork, Ellis Crewe-Candy, Adrian Danila, Rochelle De-Terville, Steffan Donnelly, Craig Duncan, Chris Ecob, Amor Evans, Karl Farrer, Jesús Gallo, James Galvin, Carla Garratt, Marta Glowacka-Escote, Jake Gottfried, Flora Grant, Shane Griffin, Rishi Gupta, James Hare, Cris Haris, Ian Harrod, Leo Hunter, Timothy Christian Jansen, Emma Johannesson, Sammy Johnston, Mark Kempson, Doug Kirby, Bekir Kuscu, Lex Lamprey, Jorge Leon, Marian Lorencik, Anthony Lucero, Kalifa Macauley, Orry Main, Ian Mansfield, Marco Mastrocola, Kas Meghani, Alicia Mencía Castaño, Philips Nortey, Hina Effie Ogino, Miss Orry, Jose Palma, Lucy Pickles, Richard Price, Jason Redshaw, Graham J. Reeves, Younes Rocks, Scott Rodrigues, Jonathan Rushby-Taylor, Freddie Ryde, Linus Scheithauer, Venla Shalin, Bobby Shue, Lee Simmons, Dave Simon, Amanda Smith, Robert James Smith, Wei-Chen Sun, Lora Thomsen, Winson Ting, Dean Weir, Stuart Whelan, Aidan White, Rebecca Winkler, Ryan Wiseman, Connor Wolf, Sarah Woodruff, Miroslav Zaruba, Joanna Zwierzynska",https://image.tmdb.org/t/p/w500/xrlVhwi6OKMyQuDebpgaqU2LGju.jpg
33,검사외전,2016-02-03,"77,320,403,264","9,707,581","1,812","153,532",한국,한국,(주)쇼박스,범죄,126분,8.56,이일형,378348.0,"범죄, 코미디, 액션","황정민, 강동원, 이성민, 박성웅, 김응수, 박종환, Han Jae-yeong, 김원해, 김병옥, 전배수, 박지환, 신소율, 이선주, 주진모, 손종학, 이정은, 정형석, 신혜선, 박훈, Lee Jae-hyeok, 김홍파, 윤경호, 도용구, Chu Gwi-jeong, 전광진, 김춘기, Bae Geon-sik",https://image.tmdb.org/t/p/w500/mhX0CHQXrwJ6WirIF8G2TqESqdE.jpg
34,엑시트,2019-07-31,"79,252,097,162","9,428,172","1,660","202,432",한국,한국,(주)씨제이이엔엠,액션,103분,8.99,이상근,572164.0,"액션, 코미디","조정석, 윤아, 고두심, 박인환, 김지영, 강기영, 김종구, Kim Byeong-soon, Hwang Hyo-eun, 이봉련, 정민성, 박성일, 배유람, 유수빈, 신세휘, 김강훈, Ban Hye-ra, Lee Jeong-in, 김강현, Oh Hee-jun, 이동휘, 배해선, 주보비, Jung Ji-woo, Kang Deok-joong, Kim Gyeong-ryong, Lee Chan-yu",https://image.tmdb.org/t/p/w500/7GTwjMaEVLbDBkg6McEizHTH1PF.jpg
35,설국열차,2013-08-01,"67,041,826,880","9,354,547","1,128","126,025",한국,"한국,체코",(주)씨제이이엔엠,SF,125분,8.18,봉준호,110415.0,"액션, SF, 드라마","크리스 에반스, 송강호, 존 허트, 틸다 스윈튼, 제이미 벨, 옥타비아 스펜서, 에드 해리스, 이완 브렘너, 고아성, 앨리슨 필, 루크 파스퀄리노, Vlad Ivanov, Adnan Hasković, Emma Levie, 스티브 박, Clark Middleton, Marcanthonee Reis, Paul Lazar, Tómas Lemarquis, Kenny Doughty, Robert Russell, Magda Weigertová, Jim High, Peter Hallin, Haruna Honcoop, Ana Braun, Griffin Seymour, Tyler John Williams, Luna Sophia Bar-Cohen, Sean Connor Renwick, Karel Veselý, Park Sungtaek, Brian Foley, Kendrick Roger Ong, Seisuke Tsukahara, Tomáš Dianiška, Miroslav Navrátil, Huh Chan, Lucie Burianová, Jonny Loquasto, Parry Shen, Eunkyung Song, Dana Green, Joseph Bertót",https://image.tmdb.org/t/p/w500/jw66dQvYyXkZNA0bJ7nKvua9jDr.jpg
36,관상,2013-09-11,"66,007,271,000","9,135,463","1,240","125,098",한국,한국,(주)쇼박스,드라마,139분,8.03,한재림,220176.0,"드라마, 역사","송강호, 이정재, 백윤식, 조정석, 이종석, 김혜수, 김의성, Chae Sang-woo, 김태우, 고창석, 서현우, Woo Sang-jeon, 김강현, Jung Da-won, 김서현, 전신환, Kim Ho-yeon, Kim Yeon-soo",https://image.tmdb.org/t/p/w500/jtq0Xul1v50s9gvEmbBFk7Tlsa1.jpg
37,아이언맨 3,2013-04-25,"70,853,737,320","9,006,173","1,389","164,372",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),SF,129분,9.16,셰인 블랙,68721.0,"액션, 모험, SF","로버트 다우니 주니어, 기네스 팰트로, 돈 치들, 가이 피어스, 레베카 홀, 존 패브로, 벤 킹슬리, James Badge Dale, Stephanie Szostak, 폴 베타니, William Sadler, Dale Dickey, Ty Simpkins, 미겔 페러, 왕학기, 숀 토브, Matthew Sterling Nye, Pat Kiernan, Josh Elliott, Megan Henderson, Thomas Roberts, 빌 마허, Joan Rivers, George Kotsiopoulos, Bronte D'Esposito, Noah Visconti, Ashley Hamilton, Brooke Jaye Taylor, Kim Holderness, Glenn Foster, Anthony Reynolds, Kendrick Cross, Tom Clark, Brian Schaeffer, John Eddins, 스펜서 개럿, Rockey Dickey Jr., Drew Michael Hershner, Sarah Burkhardt, Jan Broberg, Andrew Lauer, Nate Bynum, Andrew Lander, Tom Virtue, Roy McCrerey, Serdar Kalsin, Demetrois Hodges, Bobby Tisdale, Yvonne Zima, 스탠 리, 애덤 팰리, James Rackley, Cullen Moss, Jacob Dewitt, Rebecca Mader, Kevin Arnold, Juan C. Bofill, David Anthony Buglione, Adam Lytle, Paul O'Connor, Phil Ortiz, Gwendalyn Barker, Steve Wilder, Luciana Faulhaber, Kary Musa, Mike Massa, Mark Kubr, Si-Fu Eric Oram, Naomi Parshin, Aurelia Riley, Johanna Yunda, Wesley Thompson, 제나 오르테가, Toochukwu T.C. Anyachonkeya, Chad Kurtz, Cal Johnson, 코리 호킨스, Linden Ashby, Sarah Farooqui, Sala Baker, Kial Butler, Nick Brandon, Dan Brown, Fernando Chien, Ilram Choi, Brycen Counts, Kiante Elam, Dane Farwell, Mark Fichera, Colin Follenweider, Aja Frary, Mark Ginther, Adrian Gonzalez, Dennis Keiffer, Samuel Le, Tara Macken, William Morts, Jade Quon, J. C. Robaina, Markos Rounthwaite, Philip J. Silvera, Brian Simpson, Mark Aaron Wagner, Chris Gethard, Nick W. Nicholson, Bridger Zadina, 마크 러팔로, Johnny Otto",https://image.tmdb.org/t/p/w500/5aHoACZhLJR95uQN4Hd2k6swUZq.jpg
38,인사이드 아웃 2,2024-06-12,"84,511,282,036","8,799,282","2,619","331,345",미국,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,96분,8.93,켈시 맨,1022789.0,"애니메이션, 모험, 코미디, 가족","에이미 폴러, 마야 호크, 켄싱턴 톨먼, 리자 라피라, 토니 헤일, 루이스 블랙, 필리스 스미스, 아요 에데비리, 릴리마르 에르난데스, Grace Lu, Sumayyah Nuriddin-Green, 아델 에그자르코풀로스, 다이앤 레인, 카일 맥라클란, 폴 월터 하우저, 이벳 니콜 브라운, 론 펀치스, 제임스 오스틴 존슨, Yong Yea, Steve Purcell, 데이브 고엘스, Kirk R. Thatcher, 프랭크 오즈, 폴라 펠, 준 스큅, 피트 닥터, Paula Poundstone, John Ratzenberger, Sarayu Blue, 플리, 바비 모니한, Kendall Coyne Schofield",https://image.tmdb.org/t/p/w500/x2BHx02jMbvpKjMvbf8XxJkYwHJ.jpg
39,캡틴 아메리카: 시빌 워,2016-04-27,"72,686,676,527","8,678,761","1,991","161,744",미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아(주)",액션,147분,8.82,안소니 루소,271110.0,"모험, 액션, SF","크리스 에반스, 로버트 다우니 주니어, 스칼렛 요한슨, 세바스찬 스탠, 앤서니 매키, 돈 치들, 제레미 레너, 채드윅 보스만, 폴 베타니, 엘리자베스 올슨, 폴 러드, 에밀리 밴캠프, 톰 홀랜드, 다니엘 브륄, 프랭크 그릴로, 윌리엄 허트, 마틴 프리먼, 마리사 토메이, 존 카니, 존 슬래터리, 호프 데이비스, Alfre Woodard, Michael A. Cook, Laughton Parchment, Jackson Spidell, Yi Long, Heidi Moneymaker, Aaron Toney, Cale Schultz, Ann Russo, Gene Farber, Florence Kasumba, Cornell John, Sven Hönig, Joshua Peck, Brent McGee, Be Satrazemis, Blair Jasin, Oliver Bigalke, Rafael Banasik, David de Vries, John Curran, Katie Amess, Austin Sanders, Brett Gentile, Matthew Anderson, Andrew Botchwey, Chase Bradfield, Ernest Charles, Hendricks Coates, Ethan Condon, Shen Dynes, Nathaniel Ellis, Jariah Ferguson, Evan Ffrench, Justin Freeman, Ralphael Grand'Pierre, Julian Grimes, Aaron Hayes, Austin Hooper, Amiri Jones, Myles Joseph, Stephen Lewis, Jacob Ludwick, D'Mahrei McRae, Ashwin Mudaliar, Eli Ollinger, Parker Pape, Daniel Parada, Jonah Ruffin, Darryl Sampson, Cameron Sardone, Stanley Sellers, Miles Selles, Jacob Sung, Caden Wilkinson, 金世佳, Jessica Walther-Gabory, Beniamino Brogi, Silvina Buchbauer, Henry Amadi, Ugochukwu Ani, Michael Anthony Rogers, Damion Poitier, Umar Khan, David E. Brown, Guy Fernandez, 짐 래시, Sophia Russo, 조 루소, 스탠 리, Amelia Morck, 케리 콘돈, Julianna Guill, Surely Alvelo, Brian Schaeffer, Kevin LaRosa Jr., Al Cerullo, Frédéric North, Ray Sahetapy, Chris Jai Alex, Scott Hunter, Kimberly Hester Huffstetler, Lucie Carroll",https://image.tmdb.org/t/p/w500/vaMRzME3Dt73robEjOtDw4SPJGA.jpg
40,해적: 바다로 간 산적,2014-08-06,"66,372,140,706","8,666,208",910,"133,354",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,모험,130분,8.51,이석훈,285213.0,"액션, 모험, 코미디, 판타지","손예진, 김남길, 오달수, 박철민, 유해진, 이경영, 설리, 김태우, 이이경, 신정근, 안내상, Kim Ian, 조희봉, 박해수, 전배수, 정성화, 김원해, 이대연, 이규호, Kim Kyung-sik, Son Cheol-min, 현봉식, 신정윤, Kim Won-jung",https://image.tmdb.org/t/p/w500/yMydhXOFTKPxxFBJiBMKv2JM7sl.jpg
41,수상한 그녀,2014-01-22,"62,734,059,849","8,662,447","1,027","137,032",한국,한국,(주)씨제이이엔엠,코미디,124분,9.09,황동혁,253065.0,"드라마, 코미디, 음악","심은경, 나문희, 이진욱, 정진영, 박인환, 성동일, 황정민, 김현숙, 김슬기, 하연주, 황승언, 김가희, 한지은, 박혜진, 이상희, 최화정, 유세윤, Park Chan-guk, Park Seoung-tae, Kang Han-saem, 김수현, 장광, 표예진, 홍석연, 황영희, 정인기",https://image.tmdb.org/t/p/w500/o6faVmHd1fS0wZBX674TMJmZipJ.jpg
42,백두산,2019-12-19,"69,831,688,800","8,253,470","1,971","174,506",한국,한국,"(주)씨제이이엔엠,(주)덱스터스튜디오",드라마,128분,7.47,이해준,581387.0,"액션, 모험, 스릴러","이병헌, 하정우, 마동석, 전혜진, 수지, 이경영, 김시아, Lee Sang-won, 옥자연, 최광일, 조한철, Kang Shin-chul, Han Su-hyeon, 임형국, 전도연, 김연교, 정윤하, Jai Day, Kim Min-sik, Joey Albright, Maurice Turner Jr., Kevin Dockry, Stefan van der Ree, 크리스토퍼 고든, Jonathan Ehren Groff, Jack Lyons, 최정현, Daniel C. Kennedy, Derek Chouinard, 이은희, Amy Aleha, Heo Ji-na, Park Ji-hong, Kim Jun-won, Nam Sang-ji, 한수현, Nam Seong-joon, 서현우, 박태산, Robert Curtis Brown, 성일, 남문철, 박성근, Son Seong-chan, Park Ji-hoon, Yang Ji-soo, 양대혁, 차시원, 손영순, 서명찬, Seo Suk-kyu, Lee Jae-han, Ahn Seok-hyun, 변우석, Jang Jae-hee, Na Kyung Jin, 오지영, Justin John Harvey, Heo Ji-na, 정한빈, Na Gyeong-cheol, Han Chang-min, Jang geun-young, 고한민",https://image.tmdb.org/t/p/w500/1n5q3XpEhCe7TnGHzsHs5pwVT8O.jpg
43,탑건: 매버릭,2022-06-22,"88,408,928,094","8,234,870","1,975","253,112",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트,액션,130분,9.59,조셉 코신스키,361743.0,"액션, 드라마","톰 크루즈, 마일스 텔러, 모니카 바바로, 루이스 풀먼, 제이 엘리스, 대니 라미레즈, 글렌 파월, Bashir Salahuddin, 존 햄, 찰스 파넬, 제니퍼 코넬리, Jack Schumacher, 매니 자신토, Kara Wang, Greg Tarzan Davis, Jake Picking, 레이먼드 리, 발 킬머, Jean Louisa Kelly, Lyliana Wray, 에드 해리스, Chelsea Harris, Darnell Kirkwood, Austin Bowerman, Stephanie Andrea Barron, Alec Williams, Rachel Winfree, Peter Mark Kendall, Ian Gary, Bob Stephenson, Landon Gordon, Margaret Strabala, Ryan Heilmann, Shantel Limbo, James Handy, Whylip Lee, Tristan Henry, Jason Robert Boles, Brian Ferguson, Chido Nwokocha, Chaz Ingram, Rachael Markarian, Shannon Kane, Norman Ralph Eliasen, Tommy Kijas",https://image.tmdb.org/t/p/w500/jeqXUwNilvNqNXqAHsdwm5pEfae.jpg
44,과속스캔들,2008-12-03,"53,801,341,400","8,223,342",408,"145,556",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,108분,9.2,강형철,18384.0,"코미디, 드라마","차태현, 박보영, Wang Seok-hyeon, 황우슬혜, 임지규, Lim Seung-dae, 정원중, 김기방, 박영서, Kim Hye-jin",https://image.tmdb.org/t/p/w500/oP0EH6AISSygEzbWPoNRRml1tUq.jpg
45,국가대표,2009-07-29,"57,570,773,000","8,035,181",570,"131,671",한국,한국,(주)쇼박스,드라마,137분,9.14,김용화,37870.0,"코미디, 드라마","하정우, 성동일, 김지석, 김동욱, Choi Jae-hwan, 이재응, 이은성, 현쥬니, 이혜숙, 이한위, 조진웅, 김수로, Son Bum-soo, Joe Seo, 강제규, Lee Geum-hee, 오광록, 마동석, 박정수",https://image.tmdb.org/t/p/w500/r9cB8pw7K8Hi3ZejIineIuTyvrJ.jpg
46,스파이더맨: 파 프롬 홈,2019-07-02,"69,033,177,100","8,023,606","2,142","181,035",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,129분,8.99,존 왓츠,429617.0,"액션, 모험, SF","톰 홀랜드, 제이크 질런홀, 사무엘 L. 잭슨, 마리사 토메이, 존 패브로, 젠데이아, Jacob Batalon, 토니 레볼로리, 앵거리 라이스, 레미 히, Martin Starr, JB Smoove, Jorge Lendeborg Jr., 코비 스멀더스, Numan Acar, Zach Barack, Zoha Rahman, Yasmin Mwanza, Joshua Sinclair-Evans, Tyler Luke Cunningham, Sebastián Viveros, Toni Garrn, Peter Billingsley, Clare Dunne, Nicholas Gleaves, Claire Rushbrook, J.K. 시몬스, Dawn Michelle King, Jeroen van Koningsbrugge, Michael de Roos, Jan-Paul Buijs, Sergio Pierattini, 안자나 와산, Brian Law, Evelyn Mok, Tatiana Lunardon, Giada Benedetti, Lukáš Bech, Alessandro Giuggioli, Petr Opava, Giuseppe Andriolo, Pat Kiernan, Shari Abdul, Mari Alexandrova, Kristen Alminta, Vincent Angel, Peter Arpesella, Lasco Atkins, Sitara Attaie, Peter Bankolé, Blair Barnette, Tuwaine Barrett, Anna Benamati, Avondre E.D. Beverley, Bruno Bilotta, Sharon Blynn, Luigi Boccanfuso, Paolo Braghetto, Dante Brattelli, Graham Burton, Ken Byrd, Sokol Cahani, Darren Lee Campbell, Hélène Cardona, Dian Cathal, Jake Cerny, Daphne Cheung, Sam Chuck, Victoria Coburn, Kimberly Collison, Tiziana Coste, Jaylen Davis, Kristianne-Kaith Domingo, Andrew Dunkelberger, Charlie Esquér, Ria Fend, Ferroz Fernandez, Vincent Frattini, 마시 퍼랜, Cynthia Garbutt, Thomas Goodridge, Sonia Goswami, Nicholle Hembra, Michael Hennessy, Meagan Holder, Patrick Doran, Ruth Clarson, Chris Hyacinthe, Michael Iacono, Roman Ibragimov, Theo Ip, Timothy Christian Jansen, Keon Kendrick, Camille Kinloch, Michal Kubal, Hannah Kurczeski, Géraldine Lamarre, Jimena Larraguivel, Rich Lawton, Kat Leroy, Gavin Lee Lewis, Patrick Loh, Joseph Long, Marian Lorencik, Ketan Majmudar, Tony Mardon, Antonín Mašek, 벤 멘델슨, Bradley Wj Miller, Melissa Beth Miller, Anthony Molinari, Adrian Mozzi, Brendan Murphy, Amanda Musso, Emily Ng, Daniel Olson, Hiten Patel, Luigi Petrazzuolo, Aleksandrs Petukhovs, Annie Pisapia, Jivan Xander Ramesh, Mike Ray, Sofia Renee, Cailan Robinson, Emmanuel Rodriguez, Ray Rosario, Daniel Ryves, Maurice Sardison, Karen-J Sear, Ilya Tank Shilov, Davina Sitaram, Joakim Skarli, Lucas Antoine Starrets, Faith Tarby, Emily Tebbutt, Lesdy Vanessa, Jessica VanOss, Joe David Walters, Jo Wheatley, Rocco Wu, Samantha Mishinski, Aristou Meehan",https://image.tmdb.org/t/p/w500/3YewJtji80oIroeXUavNRZkeXfQ.jpg
47,디워,2007-08-01,"49,340,084,700","7,855,474",622,"96,439",한국,한국,(주)쇼박스,판타지,90분,7.52,심형래,10253.0,"판타지, 드라마, 공포, 액션, 스릴러, SF","Jason Behr, Amanda Brooks, 로버트 포스터, 크레이그 로빈슨, Aimee Garcia, 크리스 멀키, John Ales, Elizabeth Peña, Billy Gardell, Holmes Osborne, 마이클 슈머스 와일즈, NiCole Robinson, Geoff Pierson, Kevin Breznahan, Cody Arens, Jody Carlson, Dominic Oliver, Craig Anton, Patricia Lee, Eloy Casados, Alexa Sheehan, Matthias Hues, Gregory Hinton, Derek Mears, Gerard Griesbaum, Retta, Jane Silvia, Ricky Kim, Kaycee, Rob Roy Fitzgerald, Min Ji-hwan, Cheyenne Alexis Dean, Anthony Molinari",https://image.tmdb.org/t/p/w500/h252E4ZhETblM76j5KwbSZEv7id.jpg
48,공조,2017-01-18,"63,783,534,886","7,817,686","1,392","142,999",한국,한국,(주)씨제이이엔엠,액션,125분,8.83,김성훈,434119.0,"액션, 드라마","현빈, 유해진, 김주혁, 장영남, 이동휘, 윤아, 공정환, 이해영, Park Min-ha, 전국환, 엄효섭, 이이경, 신현빈, 박진우, 박형수, Shin Mun-sung, Dash You, 김준한, 서은지",https://image.tmdb.org/t/p/w500/9YNlKVqRs2laZl1sEkwqdadNNPs.jpg
49,트랜스포머 3,2011-06-29,"74,842,906,588","7,785,189","1,409","124,464",미국,미국,(주)씨제이이엔엠,SF,152분,7.06,마이클 베이,38356.0,"액션, SF, 모험","샤이아 라보프, 로지 헌팅턴 휘틀리, Peter Cullen, 레너드 니모이, 존 터투로, 프랜시스 맥도맨드, 조시 더멜, 타이리스 깁슨, 패트릭 뎀시, 휴고 위빙, 존 말코비치, Kevin Dunn, Julie White, 앨런 튜딕, 켄 정, Glenn Morshower, Lester Speight, Buzz Aldrin, Bill O'Reilly, Равиль Исьянов, Dustin Dennard, Markiss McFadden, Nick Bickle, Ajay James, Brett Lynch, Chris A. Robinson, Scott C. Roe, James D. Weston II, Brian Call, Aaron Garrido, Mikal Vega, Kenny Sheard, Josh Kelly, Keiko Agena, 러모니카 개릿, Yasen Peyankov, Brett Stimely, John H. Tobin, Drew Pillsbury, Patrick Pankhurst, Larry Clarke, Tom Virtue, Thomas Crawford, Kevin Sizemore, Alan Pietruszewski, Michael Daniel Cassady, Peter Murnik, Don Jeanes, Cory Tucker, Lindsey Ginter, David St. James, Mitch Bromwell, Elya Baskin, Eugene Alper, Инна Коробкина, Zoran Radanovich, Kathleen Gati, Annie O'Donnell, Chris Sheffield, Ken Takemoto, Michael Loeffelholz, Mindy Sterling, Stephen Monroe Taylor, 앤드루 데일리, Derek Miller, Leidy Mazo, Scott Krinsky, Katherine Sigismund, Maile Flanagan, Darren O'Hare, Jack Axelrod, Rich Hutchman, Meredith Monroe, Charlotte Labadie, Christian Baha, Jennifer Williams, Danielle Fornarelli, Danny McCarthy, John Turk, Peter A Kelly, Mark Golden, Sean Murphy, Scott Paulson, Luis Echagarruga, Iqbal Theba, Anthony Azizi, Sammy Sheik, Mark Ryan, John S. McAfee, Jay Gates, Rebecca Cooper, Jess Harnell, Charlie Adler, Robert Foxworth, James Remar, Francesco Quinn, George Coe, 톰 케니, Reno Wilson, 프랭크 웰커, Ron Bottitta, 존 디마지오, Keith Szarabajka, Greg Berg",https://image.tmdb.org/t/p/w500/wVwFn3I4DPH377ygzN4maXUc4SK.jpg
